interpro_id,keywords
IPR000155,"melanocortin,melanocortin 4,4 receptor,melanocortin,melanocortin receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,communication,cell communication,signal,transduction,signal transduction,melanocortin,melanocortin receptor,receptor activity,peptide,peptide receptor,receptor activity,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,transmembrane signaling,signaling receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity"
IPR000156,"ran,ran binding,intracellular transport,cellular localization,intracellular transport,localization in,in cell"
IPR000158,"division,ftsz,cell division,division protein,protein ftsz,gtpase,gtpase activity,gtp,gtp binding,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,gtpase,gtpase activity,ribonucleoside,triphosphate,phosphatase,ribonucleoside triphosphate,triphosphate phosphatase,phosphatase activity,pyrophosphatase,pyrophosphatase activity,heterocyclic,heterocyclic compound,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,anion binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,guanyl,guanyl nucleotide,nucleotide binding,anhydrides,on acid,acid anhydrides,anhydrides,in phosphorus,containing anhydrides,gtp,gtp binding,molecule binding,derivative binding,anhydrides,on acid,acid anhydrides,phosphate binding,guanyl,ribonucleotide,guanyl ribonucleotide,ribonucleotide binding"
IPR000159,"ras,associating,ras associating,associating domain,signal,transduction,signal transduction,communication,cell communication,signal,transduction,signal transduction"
IPR000160,"ggdef,ggdef domain"
IPR000161,"vasopressin,v2,vasopressin v2,v2 receptor,vasopressin,vasopressin receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,communication,cell communication,signal,transduction,signal transduction,vasopressin,vasopressin receptor,receptor activity,peptide,peptide receptor,receptor activity,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,transmembrane signaling,signaling receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity"
IPR000162,"gpcr,family 3,metabotropic,glutamate,metabotropic glutamate,glutamate receptor,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,communication,cell communication,signal,transduction,signal transduction,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway"
IPR000163,prohibitin
IPR000164,"histone,h3cenp,histone h3cenp,h3cenp a,structural,constituent,chromatin,structural constituent,constituent of,of chromatin,nucleosome,nucleosome,structural,constituent,chromatin,structural constituent,constituent of,of chromatin,structural,structural molecule,molecule activity,protein dna,dna complex,non,intracellular non,non membrane,chromosome,chromatin,non,non membrane"
IPR000165,"glucoamylase,glucan,14,alpha,glucosidase,glucan 14,14 alpha,alpha glucosidase,glucosidase activity,polysaccharide,polysaccharide metabolic,glucosidase,glucosidase activity,hydrolyzing,glycosyl,compounds,hydrolyzing o,o glycosyl,glycosyl compounds,glucan,14,alpha,glucosidase,glucan 14,14 alpha,alpha glucosidase,glucosidase activity,polysaccharide,polysaccharide metabolic,carbohydrate metabolic,glycosyl,on glycosyl,glycosyl bonds"
IPR000167,"dehydrin,water,to water,water,to water,inorganic,to inorganic,inorganic substance,chemical,to acid,acid chemical,oxygen,to oxygen,oxygen containing,chemical,to chemical,abiotic,to abiotic,abiotic stimulus,salt,to salt,to organic"
IPR000169,"cysteine,peptidase,cysteine peptidase,cysteine,active,site,cysteine active,active site"
IPR000170,"high,potential,iron,sulphur,high potential,potential iron,iron sulphur,sulphur protein,electron,transfer,electron transfer,transfer activity,aerobic,electron,chain,aerobic electron,electron transport,transport chain,respiratory,electron,chain,respiratory electron,electron transport,transport chain,energy,derivation,by,oxidation,compounds,energy derivation,derivation by,by oxidation,oxidation of,of organic,organic compounds,electron,chain,electron transport,transport chain,generation,precursor,metabolites,and,energy,generation of,of precursor,precursor metabolites,metabolites and,and energy,respiration,cellular respiration,aerobic,electron,chain,aerobic electron,electron transport,transport chain,aerobic,respiration,aerobic respiration,electron,transfer,electron transfer,transfer activity,oxidative,phosphorylation,oxidative phosphorylation"
IPR000172,"glucose,methanol,choline,glucose methanol,methanol choline,choline oxidoreductase,ch,oh,donors,on ch,ch oh,oh group,group of,of donors,flavin,adenine,dinucleotide,flavin adenine,adenine dinucleotide,dinucleotide binding,nucleotide binding,ch,oh,donors,on ch,ch oh,oh group,group of,of donors,heterocyclic,heterocyclic compound,molecule binding,phosphate binding,anion binding,flavin,adenine,dinucleotide,flavin adenine,adenine dinucleotide,dinucleotide binding"
IPR000174,"cxc,chemokine,12,cxc chemokine,chemokine receptor,receptor 12,chemokine,c x,x c,c chemokine,chemokine receptor,receptor activity,chemotaxis,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,locomotion,immune,immune receptor,receptor activity,chemokine,chemokine receptor,receptor activity,communication,cell communication,taxis,signal,transduction,signal transduction,chemical,to chemical,transmembrane signaling,signaling receptor,receptor activity,coupled,chemoattractant,g protein,protein coupled,coupled chemoattractant,chemoattractant receptor,receptor activity,cytokine,cytokine receptor,receptor activity,chemokine,c x,x c,c chemokine,chemokine receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity,external,to external,external stimulus,chemotaxis"
IPR000175,"sodiumneurotransmitter,symporter,sodiumneurotransmitter symporter"
IPR000177,"apple,apple domain,protein binding,proteolysis,extracellular,region,extracellular region,extracellular,region,extracellular region,protein binding,proteolysis"
IPR000178,"translation,initiation,if,translation initiation,initiation factor,factor if,if 2,bacterial,bacterial like,translation,initiation,translation initiation,initiation factor,factor activity,gtpase,gtpase activity,gtp,gtp binding,translational,initiation,translational initiation,nucleotide binding,translation,translation factor,factor activity,rna binding,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,anion binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,peptide,peptide metabolic,peptide,peptide biosynthetic,anhydrides,on acid,acid anhydrides,anhydrides,in phosphorus,containing anhydrides,amide,amide biosynthetic,translation,phosphate binding,amide,amide metabolic,guanyl,ribonucleotide,guanyl ribonucleotide,ribonucleotide binding,translation,initiation,translation initiation,initiation factor,factor activity,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,gtpase,gtpase activity,ribonucleoside,triphosphate,phosphatase,ribonucleoside triphosphate,triphosphate phosphatase,phosphatase activity,pyrophosphatase,pyrophosphatase activity,heterocyclic,heterocyclic compound,translation,translation regulator,regulator activity,translation,translation regulator,regulator activity,guanyl,guanyl nucleotide,nucleotide binding,gtp,gtp binding,molecule binding,derivative binding,anhydrides,on acid,acid anhydrides,translational,initiation,translational initiation"
IPR000180,"dipeptidase,membrane dipeptidase,active,site,active site,metallodipeptidase,metallodipeptidase activity,proteolysis,metallopeptidase,metallopeptidase activity,metallodipeptidase,metallodipeptidase activity,peptidase,peptidase activity,metalloexopeptidase,metalloexopeptidase activity,exopeptidase,exopeptidase activity,dipeptidase,dipeptidase activity,a protein,proteolysis"
IPR000185,"translocase,seca,protein translocase,translocase subunit,subunit seca,atp binding,targeting,protein targeting,intracellular protein,protein transport,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,heterocyclic,heterocyclic compound,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,localization in,in cell,anion binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,atp binding,protein localization,cellular localization,protein transport,cellular macromolecule,macromolecule localization,intracellular protein,protein transport,macromolecule localization,of protein,protein localization,molecule binding,targeting,protein targeting,derivative binding,phosphate binding,compound transport,substance transport,intracellular transport"
IPR000186,"interleukin,interleukin 5,interleukin,interleukin 5,5 receptor,receptor binding,growth,growth factor,factor activity,immune,immune response,extracellular,region,extracellular region,growth,growth factor,factor receptor,receptor binding,extracellular,region,extracellular region,activator,signaling receptor,receptor activator,activator activity,growth,growth factor,factor activity,signaling receptor,receptor regulator,regulator activity,signaling receptor,receptor binding,interleukin,interleukin 5,5 receptor,receptor binding,protein binding,function,function regulator,regulator activity,function,activator,function activator,activator activity,cytokine,cytokine receptor,receptor binding,ligand,receptor ligand,ligand activity,immune,immune system,system process,immune,immune response"
IPR000187,"corticotropin,releasing,corticotropin releasing,releasing factor,hormone,hormone activity,extracellular,region,extracellular region,signaling receptor,receptor regulator,regulator activity,signaling receptor,receptor binding,extracellular,region,extracellular region,protein binding,function,function regulator,regulator activity,hormone,hormone activity,function,activator,function activator,activator activity,activator,signaling receptor,receptor activator,activator activity,ligand,receptor ligand,ligand activity"
IPR000189,"prokaryotic,transglycosylase,prokaryotic transglycosylase,active,site,active site,lytic,transglycosylase,lytic transglycosylase,transglycosylase activity,peptidoglycan,peptidoglycan metabolic,peptidoglycan,peptidoglycan metabolic,peptidoglycan,muralytic,peptidoglycan muralytic,muralytic activity,oxygen,lyase,carbon oxygen,oxygen lyase,lyase activity,polysaccharides,on polysaccharides,oxygen,lyase,carbon oxygen,oxygen lyase,lyase activity,derivative metabolic,aminoglycan,aminoglycan metabolic,lyase,lyase activity,glycosaminoglycan,glycosaminoglycan metabolic,lytic,transglycosylase,lytic transglycosylase,transglycosylase activity"
IPR000190,"angiotensin,ii,angiotensin ii,ii receptor,receptor type,type 1,angiotensin,ii,angiotensin type,type ii,ii receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,vasoconstriction,of vasoconstriction,size,of anatomical,structure size,vascular,circulatory,vascular process,process in,in circulatory,circulatory system,system process,vasoconstriction,communication,cell communication,signal,transduction,signal transduction,peptide,peptide receptor,receptor activity,tube,size,of tube,tube size,multicellular,organismal,of multicellular,multicellular organismal,organismal process,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,tube,diameter,of tube,tube diameter,transmembrane signaling,signaling receptor,receptor activity,angiotensin,angiotensin receptor,receptor activity,vasoconstriction,of vasoconstriction,blood,circulation,blood circulation,circulatory,circulatory system,system process,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,of system,system process,quality,biological quality,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,angiotensin,ii,angiotensin type,type ii,ii receptor,receptor activity,coupled,g protein,protein coupled,coupled receptor,receptor activity,blood,circulation,of blood,blood circulation,multicellular,organismal,multicellular organismal,organismal process,blood,vessel,diameter,maintenance,blood vessel,vessel diameter,diameter maintenance"
IPR000192,"aminotransferase,class,aminotransferase class,class v,v domain"
IPR000194,"atpase,f1v1a1,f1v1a1 complex,alphabeta,alphabeta subunit,nucleotide binding,atp binding,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,heterocyclic,heterocyclic compound,molecule binding,purine,purine nucleotide,nucleotide binding,derivative binding,ribonucleotide,ribonucleotide binding,anion binding,phosphate binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,atp binding"
IPR000195,"rab,gap,tbc,rab gap,gap tbc,tbc domain"
IPR000196,"large,ribosomal,el19,large ribosomal,ribosomal subunit,subunit protein,protein el19,el19 domain,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR000198,"rho,gtpase,activating,rho gtpase,gtpase activating,activating protein,protein domain,signal,transduction,signal transduction,communication,cell communication,signal,transduction,signal transduction"
IPR000202,"gpcr,family 3,metabotropic,glutamate,metabotropic glutamate,glutamate receptor,receptor 5,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,communication,cell communication,signal,transduction,signal transduction,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway"
IPR000203,"gps,motif,gps motif"
IPR000204,"orexin,orexin receptor,receptor family,orexin,orexin receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,feeding,behavior,feeding behavior,feeding,behavior,feeding behavior,behavior,communication,cell communication,signal,transduction,signal transduction,peptide,peptide receptor,receptor activity,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,transmembrane signaling,signaling receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity,multicellular,organismal,multicellular organismal,organismal process,orexin,orexin receptor,receptor activity"
IPR000206,"large,ribosomal,bl12,large ribosomal,ribosomal subunit,subunit protein,protein bl12,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR000207,"alpha,2b,adrenoceptor,alpha 2b,2b adrenoceptor,alpha2,adrenergic,alpha2 adrenergic,adrenergic receptor,receptor activity,smooth,muscle,contraction,of smooth,smooth muscle,muscle contraction,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,vasoconstriction,of vasoconstriction,platelet,activation,platelet activation,size,of anatomical,structure size,vascular,circulatory,vascular process,process in,in circulatory,circulatory system,system process,communication,cell communication,signal,transduction,signal transduction,tube,size,of tube,tube size,stress,to stress,vasoconstriction,of vasoconstriction,hemostasis,of system,system process,quality,biological quality,muscle,contraction,muscle contraction,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity,wound,healing,wound healing,blood,circulation,of blood,blood circulation,smooth,muscle,contraction,of smooth,smooth muscle,muscle contraction,multicellular,organismal,multicellular organismal,organismal process,muscle,of muscle,muscle system,system process,blood,vessel,diameter,maintenance,blood vessel,vessel diameter,diameter maintenance,alpha,adrenergic,alpha adrenergic,adrenergic receptor,receptor activity,smooth,muscle,contraction,smooth muscle,muscle contraction,platelet,activation,platelet activation,activation,cell activation,adrenergic,adrenergic receptor,receptor activity,muscle,muscle system,system process,multicellular,organismal,of multicellular,multicellular organismal,organismal process,tube,diameter,of tube,tube diameter,transmembrane signaling,signaling receptor,receptor activity,wounding,to wounding,muscle,contraction,of muscle,muscle contraction,coupled,amine,g protein,protein coupled,coupled amine,amine receptor,receptor activity,coagulation,blood,circulation,blood circulation,circulatory,circulatory system,system process,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,blood,coagulation,blood coagulation,alpha2,adrenergic,alpha2 adrenergic,adrenergic receptor,receptor activity,body,fluid,levels,of body,body fluid,fluid levels,vasoconstriction"
IPR000212,"helicase,dna helicase,uvrdrep,uvrdrep type,helicase,dna helicase,helicase activity,atp binding,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,heterocyclic,heterocyclic compound,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,anion binding,atp dependent,dependent activity,on dna,atp dependent,dependent activity,atp binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,helicase,dna helicase,helicase activity,on dna,molecule binding,derivative binding,phosphate binding,a nucleic,helicase,helicase activity"
IPR000213,"vitamin,vitamin d,d binding,binding protein,vitamin,vitamin d,d binding,vitamin,vitamin transmembrane,transmembrane transporter,transporter activity,vitamin,vitamin transport,extracellular,space,extracellular space,transmembrane transporter,transporter activity,vitamin,vitamin transmembrane,transmembrane transporter,transporter activity,lipid,lipid binding,extracellular,region,extracellular region,vitamin,vitamin d,d binding,steroid,steroid binding,vitamin,vitamin binding,vitamin,vitamin transport,transporter activity,molecule binding,extracellular,space,extracellular space"
IPR000214,"zinc,finger,zinc finger,glycosylaseap,lyase,dna glycosylaseap,glycosylaseap lyase,lyase type,apurinic,apyrimidinic,site,endonuclease,dna apurinic,apurinic or,or apyrimidinic,apyrimidinic site,site endonuclease,endonuclease activity,zinc,zinc ion,hydrolyzing,glycosyl,compounds,hydrolyzing n,n glycosyl,glycosyl compounds,base,excision,repair,base excision,excision repair,cation binding,apurinic,apyrimidinic,site,endonuclease,dna apurinic,apurinic or,or apyrimidinic,apyrimidinic site,site endonuclease,endonuclease activity,repair,dna repair,dna metabolic,glycosyl,on glycosyl,glycosyl bonds,stress,to stress,damage,dna damage,damage response,stress,to stress,zinc,zinc ion,on dna,transition,transition metal,hydrolyzing,glycosyl,compounds,hydrolyzing n,n glycosyl,glycosyl compounds,base,excision,repair,base excision,excision repair,a nucleic"
IPR000215,"serpin,serpin family,serine,endopeptidase,inhibitor,serine type,type endopeptidase,endopeptidase inhibitor,inhibitor activity,extracellular,space,extracellular space,enzyme,inhibitor,enzyme inhibitor,inhibitor activity,endopeptidase,inhibitor,endopeptidase inhibitor,inhibitor activity,peptidase,inhibitor,peptidase inhibitor,inhibitor activity,extracellular,region,extracellular region,peptidase,peptidase regulator,regulator activity,function,function regulator,regulator activity,serine,endopeptidase,inhibitor,serine type,type endopeptidase,endopeptidase inhibitor,inhibitor activity,endopeptidase,endopeptidase regulator,regulator activity,enzyme,enzyme regulator,regulator activity,function,inhibitor,function inhibitor,inhibitor activity,extracellular,space,extracellular space"
IPR000217,"tubulin,microtubule,based,microtubule based,based process,microtubule,non,intracellular non,non membrane,microtubule,microtubule,based,microtubule based,based process,microtubule,cytoskeleton,microtubule cytoskeleton,cytoskeleton,supramolecular,supramolecular complex,supramolecular,polymer,supramolecular polymer,supramolecular,fiber,supramolecular fiber,non,non membrane,polymeric,cytoskeletal,fiber,polymeric cytoskeletal,cytoskeletal fiber"
IPR000218,"large,ribosomal,ul14,large ribosomal,ribosomal subunit,subunit protein,protein ul14,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR000219,"dbl,homology,dh,dbl homology,homology dh,dh domain,guanyl,exchange,guanyl nucleotide,nucleotide exchange,exchange factor,factor activity,gtpase,gtpase regulator,regulator activity,guanyl,exchange,guanyl nucleotide,nucleotide exchange,exchange factor,factor activity,function,function regulator,regulator activity,enzyme,enzyme regulator,regulator activity,triphosphatase,nucleoside triphosphatase,triphosphatase regulator,regulator activity"
IPR000221,"protamine,p1,protamine p1,spermatogenesis,sperm,condensation,sperm dna,dna condensation,nucleosome,nucleus,organization,complex organization,chromatin,organization,chromatin organization,organization,biogenesis,component organization,organization or,or biogenesis,nucleosome,nucleus,organization,nucleus organization,development,structure development,spermatid,differentiation,spermatid differentiation,multicellular,organismal,reproductive,multicellular organismal,organismal reproductive,reproductive process,organization,protein dna,dna complex,complex organization,chromosome,nucleus,multicellular,organism,reproduction,multicellular organism,organism reproduction,germ,development,germ cell,cell development,multicellular,organismal,multicellular organismal,organismal process,organization,organelle organization,sperm,condensation,sperm dna,dna condensation,reproductive,reproductive process,protein dna,dna complex,development,cell development,gamete,generation,gamete generation,spermatogenesis,non,intracellular non,non membrane,spermatid,development,spermatid development,developmental,cellular developmental,developmental process,developmental,developmental process,sexual,reproduction,sexual reproduction,chromatin,reproduction,male,gamete,generation,male gamete,gamete generation,involved,reproduction,multicellular,organism,process involved,involved in,in reproduction,reproduction in,in multicellular,multicellular organism,spermatid,nucleus,differentiation,spermatid nucleus,nucleus differentiation,differentiation,cell differentiation,developmental,involved,reproduction,developmental process,process involved,involved in,in reproduction,non,non membrane,organization,component organization"
IPR000222,"ppm,phosphatase,ppm type,type phosphatase,divalent,divalent cation,cation binding,cation binding,cation binding"
IPR000223,"peptidase,s26a,peptidase s26a,signal,peptidase,signal peptidase,peptidase i,serine,peptidase,serine type,type peptidase,peptidase activity,proteolysis,peptidase,peptidase activity,serine,peptidase,serine type,type peptidase,peptidase activity,serine,serine hydrolase,a protein,proteolysis"
IPR000225,"armadillo,protein binding,protein binding"
IPR000227,"angiotensinogen,systemic,arterial,blood,pressure,by,renin,angiotensin,of systemic,systemic arterial,arterial blood,blood pressure,pressure by,by renin,renin angiotensin,systemic,arterial,blood,pressure,by,hormone,of systemic,systemic arterial,arterial blood,blood pressure,pressure by,by hormone,systemic,arterial,blood,pressure,mediated,by,chemical,signal,of systemic,systemic arterial,arterial blood,blood pressure,pressure mediated,mediated by,by a,a chemical,chemical signal,systemic,arterial,blood,pressure,of systemic,systemic arterial,arterial blood,blood pressure,quality,biological quality,endocrine,endocrine process,systemic,arterial,blood,pressure,by,renin,angiotensin,of systemic,systemic arterial,arterial blood,blood pressure,pressure by,by renin,renin angiotensin,blood,circulation,blood circulation,circulatory,circulatory system,system process,multicellular,organismal,multicellular organismal,organismal process,blood,pressure,of blood,blood pressure,system process"
IPR000228,"cyclase,rna 3,3 terminal,terminal phosphate,phosphate cyclase,processing,rna processing,processing,rna processing"
IPR000231,"large,ribosomal,el30,large ribosomal,ribosomal subunit,subunit protein,protein el30,rna binding,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,cytosolic,large,ribosomal,cytosolic large,large ribosomal,ribosomal subunit,large,ribosomal,large ribosomal,ribosomal subunit,ribonucleoprotein,ribonucleoprotein complex,structural,structural molecule,molecule activity,cytosol,ribosomal,ribosomal subunit,non,intracellular non,non membrane,cytoplasm,cytosolic,large,ribosomal,cytosolic large,large ribosomal,ribosomal subunit,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,rna binding,cytosolic,ribosome,cytosolic ribosome,non,non membrane,ribosome"
IPR000232,"heat,shock,hsf,heat shock,shock factor,factor hsf,hsf type,binding transcription,transcription factor,factor activity,sequence,specific,sequence specific,specific dna,templated,of dna,dna templated,templated transcription,of rna,of biosynthetic,rna biosynthetic,of metabolic,templated,of dna,dna templated,templated transcription,of gene,of macromolecule,binding transcription,transcription factor,factor activity,of rna,rna biosynthetic,templated,dna templated,templated transcription,of primary,sequence,specific,sequence specific,specific dna,of macromolecule,of nucleobase,of nitrogen,transcription regulator,regulator activity"
IPR000233,"cadherin,lir,motif,y type,type lir,lir motif,calcium,calcium ion,homophilic,adhesion,via,plasma,adhesion,molecules,homophilic cell,cell adhesion,adhesion via,via plasma,plasma membrane,membrane adhesion,adhesion molecules,homophilic,adhesion,via,plasma,adhesion,molecules,homophilic cell,cell adhesion,adhesion via,via plasma,plasma membrane,membrane adhesion,adhesion molecules,cation binding,adhesion,via,plasma,adhesion,molecules,cell cell,cell adhesion,adhesion via,via plasma,plasma membrane,membrane adhesion,adhesion molecules,adhesion,cell adhesion,adhesion,cell cell,cell adhesion,calcium,calcium ion"
IPR000235,"ribosomal,us7,small ribosomal,ribosomal subunit,subunit protein,protein us7,translation,amide,amide biosynthetic,translation,amide,amide metabolic,peptide,peptide metabolic,peptide,peptide biosynthetic"
IPR000237,"grip,grip domain"
IPR000238,"ribosome,ribosome binding,binding factor,factor a,rrna,processing,rrna processing,ncrna,ncrna metabolic,biogenesis,component biogenesis,rrna,processing,rrna processing,organization,biogenesis,component organization,organization or,or biogenesis,ribonucleoprotein,biogenesis,ribonucleoprotein complex,complex biogenesis,ribosome,biogenesis,ribosome biogenesis,rrna,rrna metabolic,ncrna,processing,ncrna processing,processing,rna processing"
IPR000239,"gpcr,kinase,gpcr kinase,coupled,kinase,g protein,protein coupled,coupled receptor,receptor kinase,kinase activity,atp binding,phosphorylation,protein phosphorylation,signal,transduction,signal transduction,nucleotide binding,transferring phosphorus,containing groups,coupled,kinase,g protein,protein coupled,coupled receptor,receptor kinase,kinase activity,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,communication,cell communication,modification,protein modification,modification process,signal,transduction,signal transduction,anion binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,phosphorus metabolic,phosphorylation,phosphotransferase,phosphotransferase activity,alcohol,acceptor,alcohol group,group as,as acceptor,phosphate binding,phosphorylation,protein phosphorylation,phosphate containing,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,serinethreonine,kinase,protein serinethreonine,serinethreonine kinase,kinase activity,heterocyclic,heterocyclic compound,kinase,kinase activity,modification,macromolecule modification,atp binding,kinase,protein kinase,kinase activity,molecule binding,derivative binding,a protein"
IPR000240,"serpin,b9maspin,serpin b9maspin,serine,endopeptidase,inhibitor,serine type,type endopeptidase,endopeptidase inhibitor,inhibitor activity,peptidase,peptidase regulator,regulator activity,function,function regulator,regulator activity,serine,endopeptidase,inhibitor,serine type,type endopeptidase,endopeptidase inhibitor,inhibitor activity,enzyme,inhibitor,enzyme inhibitor,inhibitor activity,endopeptidase,inhibitor,endopeptidase inhibitor,inhibitor activity,peptidase,inhibitor,peptidase inhibitor,inhibitor activity,endopeptidase,endopeptidase regulator,regulator activity,enzyme,enzyme regulator,regulator activity,function,inhibitor,function inhibitor,inhibitor activity"
IPR000241,"ribosomal,large,methyltransferase,kl,ribosomal rna,rna large,large subunit,subunit methyltransferase,methyltransferase kl,kl like,methyltransferase,methyltransferase domain"
IPR000242,"tyrosine,specific,phosphatase,tyrosine specific,specific protein,protein phosphatase,ptpase,ptpase domain,tyrosine,phosphatase,protein tyrosine,tyrosine phosphatase,phosphatase activity,dephosphorylation,protein dephosphorylation,phosphoprotein,phosphatase,phosphoprotein phosphatase,phosphatase activity,dephosphorylation,phosphoric,ester,phosphoric ester,ester hydrolase,modification,protein modification,modification process,modification,macromolecule modification,dephosphorylation,protein dephosphorylation,phosphorus metabolic,phosphatase,phosphatase activity,ester,on ester,ester bonds,phosphate containing,a protein,tyrosine,phosphatase,protein tyrosine,tyrosine phosphatase,phosphatase activity"
IPR000243,"peptidase,t1a,peptidase t1a,proteasome,beta,proteasome beta,beta subunit,threonine,endopeptidase,threonine type,type endopeptidase,endopeptidase activity,proteolysis,involved,catabolic,proteolysis involved,involved in,in protein,protein catabolic,catabolic process,proteasome,core,proteasome core,core complex,proteasome,core,proteasome core,core complex,proteolysis,involved,catabolic,proteolysis involved,involved in,in protein,protein catabolic,catabolic process,intracellular protein,catabolic,protein catabolic,catabolic process,catabolic,compound catabolic,catabolic process,peptidase,peptidase activity,peptidase,peptidase complex,catalytic complex,proteasome,proteasome complex,threonine,endopeptidase,threonine type,type endopeptidase,endopeptidase activity,catabolic,macromolecule catabolic,catabolic process,endopeptidase,endopeptidase activity,catabolic,substance catabolic,catabolic process,threonine,peptidase,threonine type,type peptidase,peptidase activity,a protein,catabolic,catabolic process,endopeptidase,endopeptidase complex,proteolysis"
